# {"t_start": 1586104316.6417692, "env_id": "Hopper-v2"} 
r,l,t
736.394782,234,749.058242
631.928777,198,749.296182
647.257187,198,749.713818
733.706023,237,750.032787
652.745568,199,750.28111
643.30184,203,750.531698
691.16117,221,750.782215
657.88119,208,751.168928
713.769032,234,751.445619
645.472426,198,751.664259
651.609304,214,751.897695
632.184929,202,752.147014
653.292912,203,752.584706
645.903631,205,752.853615
679.783624,220,753.158238
881.596442,275,753.515916
660.091871,203,753.881403
882.229434,269,754.175455
660.479566,211,754.40053
640.997499,189,754.595181
642.030493,192,754.794436
722.541586,230,755.192838
660.009072,208,755.422815
647.341164,213,755.64411
656.063588,202,755.871244
632.601349,201,756.102598
659.925228,208,756.975292
644.210101,204,757.248674
766.49516,241,757.566609
665.4483,214,757.809227
668.357351,219,758.04133
644.77522,200,758.384717
660.061771,201,758.619704
691.472101,224,758.8741
686.271203,218,759.11377
764.401155,241,759.564291
714.356344,229,759.908689
743.854902,235,760.244926
656.362243,215,760.564038
665.293768,215,760.891272
751.531922,238,761.421683
648.652346,196,761.710524
669.772661,214,761.998965
852.970874,264,762.359307
906.719536,284,762.992479
689.727081,217,763.318719
773.296405,246,763.64404
875.904056,268,763.951129
644.326924,201,764.320483
808.10931,253,764.645324
889.878753,274,764.965102
918.845135,281,765.276426
739.366427,236,765.657511
902.457823,281,765.987902
871.681272,275,766.352019
888.677019,282,766.756345
653.140593,209,767.148754
922.519453,298,767.515567
886.074904,272,767.859076
677.233167,210,768.129116
658.509229,210,768.529179
785.953583,252,768.840182
702.848672,228,769.132236
692.834902,226,769.397091
778.92744,251,769.675347
860.870145,266,770.107721
677.263532,216,770.333869
916.593673,291,770.643962
654.736447,210,770.873971
728.299628,229,771.25643
707.614354,227,771.500333
1233.219801,381,771.927744
970.740167,306,772.445668
1073.102188,329,772.892238
932.93997,295,773.298667
903.074245,284,773.702771
793.388903,245,774.237578
686.071311,221,774.560874
852.115794,263,774.896106
895.980868,276,775.317699
757.400553,238,775.900805
1016.155541,318,776.404018
968.146673,306,776.851956
1086.235288,339,777.580025
772.198307,237,778.029295
854.098522,261,778.496271
825.43154,250,778.913359
933.79016,291,780.238733
1172.311241,360,780.730391
1399.814189,432,781.422959
904.58615,285,781.88467
928.538417,296,782.302224
935.50513,290,782.700932
931.259837,294,783.057398
764.033903,242,783.501879
948.371545,298,783.889397
884.643222,269,784.202004
974.804347,302,784.764996
914.650252,288,785.163831
1163.363022,362,785.640014
1140.891793,349,786.300745
923.799526,292,786.719459
1446.691212,445,787.262901
910.122536,278,787.776567
1177.672896,371,788.236935
1272.264451,398,788.654036
2075.103666,643,789.447075
1225.8928,391,789.831963
873.461671,265,790.211
1141.262762,349,790.570154
1198.548435,380,790.942467
361.189261,146,791.088517
918.190428,292,791.508262
1354.746517,422,791.926027
1182.471344,372,792.28956
1214.17629,378,792.815759
944.99114,297,793.117553
1691.353901,532,793.768366
1530.327645,475,794.241694
1041.42757,323,794.557556
604.907869,225,794.908164
1186.536339,366,795.272054
911.762337,277,795.542537
1446.869089,448,796.124228
996.906636,311,796.438557
969.673585,299,796.734262
1447.717772,442,797.294507
1785.724165,551,797.842634
1960.11227,606,798.577055
1445.001857,451,799.023884
1447.32535,444,800.008697
1160.231013,362,800.364134
889.654937,270,800.62442
2214.970495,686,801.427725
2036.75078,626,802.162659
1427.563596,447,802.608363
1953.926273,598,803.335916
1448.979476,469,803.803087
1969.729148,622,804.533212
2609.476265,806,805.450231
2580.200295,808,806.251762
1987.247086,614,807.015115
1627.27321,500,807.509365
1023.806434,314,807.960871
2579.579115,800,808.754845
1667.409907,513,809.407827
516.366627,201,809.60489
882.90514,262,809.861604
1400.010284,432,810.429179
1707.559337,533,810.95167
3080.759642,1000,812.071141
2637.447806,825,813.009046
1959.698971,622,813.761147
1711.091686,533,814.286
1373.647734,425,814.841325
2898.581025,906,815.859018
1642.547065,509,816.371681
1041.14361,328,816.687654
2624.954112,823,818.048784
1487.225872,459,818.635144
1419.722334,442,819.077603
3036.986483,1000,820.207799
874.645679,263,820.464462
1201.016739,390,820.994012
1931.468298,597,821.594329
3070.729776,1000,822.74056
2978.250767,919,823.78188
1310.718466,414,824.329693
3025.957069,1000,825.486698
3091.555741,1000,826.652627
1274.433835,390,827.049116
1401.277374,449,827.484673
919.002853,272,827.875232
2196.023786,691,828.53236
3078.139133,1000,829.636966
628.165192,203,829.836644
2894.085001,894,830.857653
2906.176527,906,831.9382
3098.324933,1000,833.062775
1002.243492,306,833.358871
3051.453791,1000,834.482026
1896.986405,628,835.671546
3075.092429,1000,836.815677
1674.282201,528,837.468493
1761.60147,549,838.024289
510.186419,199,838.223228
2457.826461,772,839.155254
3102.516232,1000,840.470335
1425.9195,441,841.13839
3129.82735,1000,842.608593
1675.004535,520,843.410892
3059.499427,1000,844.780164
3025.441844,1000,845.98762
3046.532992,1000,847.393976
3054.498236,1000,848.593362
2997.751174,1000,849.773574
3037.561455,1000,850.960691
3030.604943,1000,852.209725
3000.893872,1000,853.3308
3017.855674,1000,855.046486
2936.242662,936,856.147779
3074.344411,1000,857.347509
2169.55461,697,858.128883
2997.016608,1000,859.871669
3054.37309,1000,861.53865
3029.351252,1000,863.137856
2046.531735,693,864.084534
2262.314977,709,864.94088
616.881102,212,865.176496
2157.657397,680,865.884468
2982.714349,1000,867.34926
2093.383144,654,868.314025
2569.856518,817,869.490599
1453.541142,451,870.037393
601.883819,217,870.404081
1094.8302,327,870.751849
1874.452501,638,871.397027
3032.67508,951,872.683804
1983.251712,617,873.468723
2959.61459,1000,874.583908
3033.682494,1000,876.125844
3037.615683,1000,877.207856
2977.399475,943,878.459767
2978.760114,1000,879.937851
2708.709846,843,881.071511
2883.829858,913,882.215309
2040.502579,632,882.87644
3041.024732,1000,883.962251
3038.357573,1000,885.099473
3022.138255,1000,886.30706
3080.125704,1000,887.700689
3087.240334,1000,889.345583
3065.969446,958,890.672013
491.196792,199,890.877984
3089.363314,1000,891.971357
3011.177299,1000,893.393735
3118.512627,961,894.738771
1613.776031,499,896.057545
3088.385437,1000,897.492051
1717.906825,532,898.146037
1584.461701,489,898.778745
1722.425399,527,899.319544
1034.498352,306,899.630892
3106.173517,1000,900.784269
2028.184005,624,901.514628
1862.961603,575,902.186712
1248.986077,387,902.584624
2614.212685,813,903.571843
2272.482713,704,904.393727
762.634516,230,904.858711
2746.614466,898,906.097988
3109.085304,1000,908.295027
3137.333605,1000,910.578004
1393.98248,432,911.198881
1193.245913,363,911.555584
3087.911527,1000,912.625381
1484.427668,467,913.181119
629.355579,205,913.377918
1020.356245,313,913.682311
1316.479056,456,914.222643
1720.10599,523,914.726558
3098.926091,1000,915.804701
2577.510935,807,917.111833
3067.752733,1000,918.19259
3084.816754,1000,919.242972
3063.748845,1000,920.431968
3078.238169,1000,921.823909
3005.000826,912,922.834603
3096.269592,1000,923.899157
1710.969494,535,924.409895
99.857217,58,924.465677
3093.790754,1000,925.54679
3114.809277,1000,926.611587
103.159508,59,926.667848
3094.301985,1000,927.731849
3109.533989,1000,928.788402
95.511574,55,928.842433
3097.204948,1000,930.115707
1059.287127,322,930.655744
2326.972602,723,931.447009
3103.319724,1000,932.852712
2614.708711,806,934.136216
2813.908466,865,935.67262
3123.460473,1000,936.961955
3056.904199,1000,938.280707
1702.627702,522,938.928217
1459.575042,448,939.590283
1339.880181,414,940.013789
2317.885755,719,940.978304
3056.663062,1000,942.201303
784.897706,240,942.444427
810.672441,247,942.687651
3104.545087,1000,943.996223
1418.924949,434,944.701154
3216.074645,1000,945.969059
3098.252639,1000,947.061611
3090.773541,1000,948.147188
3138.134982,1000,949.396355
1536.738387,480,949.901726
3098.085157,1000,951.171097
2752.94774,851,952.353485
3108.64792,1000,953.518759
3104.159536,1000,955.381242
1950.026913,598,956.059121
3095.618528,1000,957.217662
2485.075586,780,958.122026
3099.438098,1000,959.381433
1157.693307,376,959.78514
3092.864979,1000,960.952583
1236.873358,386,961.448784
510.851734,203,961.657542
934.411673,285,961.955428
3149.116099,1000,963.356247
3079.986474,1000,964.715953
3090.214304,1000,965.856223
3075.391505,1000,966.994662
1728.14899,524,967.657734
3069.346749,1000,968.79558
1066.117779,351,969.151797
1170.674911,351,969.50849
633.172569,196,969.828717
3099.383313,1000,970.971262
3079.522892,1000,972.205791
1924.05929,601,972.825665
3134.750967,1000,974.627131
3097.960466,1000,975.936517
3132.705257,1000,977.403429
1302.751054,440,978.025383
3068.877805,1000,979.710968
3104.542323,1000,980.907978
1967.779689,592,981.644107
2379.734057,731,982.518314
3093.222672,942,983.953252
99.917919,57,984.044998
3162.261489,1000,985.822963
1311.541729,419,986.369664
2616.098132,800,987.465737
3120.165907,1000,988.866786
1607.694145,536,989.496106
1663.548592,536,990.159997
1506.747353,459,990.61334
3105.263893,1000,991.71095
3108.721921,950,992.721313
2549.247497,796,993.580924
3094.0171,1000,995.069971
1618.137856,495,995.534207
1323.826553,403,996.025299
3119.015445,1000,997.079476
3156.693477,1000,998.176247
1154.481828,393,998.577935
2288.170412,695,999.402836
3147.610111,1000,1000.706995
1507.56982,460,1001.239074
759.28918,235,1001.629274
2907.325767,902,1002.558819
2659.224299,812,1003.586369
514.332466,205,1003.783501
3100.201981,1000,1004.947824
773.820463,240,1005.375715
1388.248956,424,1005.819669
659.778195,205,1006.022989
1474.11576,462,1006.591831
3125.263668,1000,1007.68124
806.02417,246,1007.923506
651.412002,202,1008.125138
3107.151756,1000,1009.23751
3127.011314,1000,1010.509922
1046.492328,311,1010.944085
3142.778465,1000,1012.416115
874.415586,264,1013.596527
3086.559393,971,1014.986064
1602.871616,529,1015.684896
3221.626822,1000,1016.828556
1059.082882,321,1017.189391
3087.199108,1000,1018.671024
2505.60014,791,1019.916869
3104.043797,1000,1021.17631
1203.629106,389,1021.575779
1267.777461,397,1022.097168
804.086282,247,1022.34345
1248.472457,395,1022.731883
2977.483427,898,1023.827266
3162.571233,1000,1025.03097
610.59557,197,1025.348205
785.358503,241,1025.610624
932.466301,282,1025.906653
1731.699856,532,1026.699953
3170.381809,1000,1028.172031
1136.545082,340,1028.601031
1467.692935,467,1029.229028
1367.335769,429,1029.815423
1993.929804,603,1030.412777
3180.296922,1000,1031.654206
1313.325309,411,1032.210361
1117.948106,328,1032.562493
3183.3615,1000,1034.131003
785.125924,233,1034.355582
1592.776978,471,1034.94702
1168.345859,376,1035.337822
2968.559166,894,1036.385391
1321.071608,420,1036.800111
663.767493,209,1037.151518
1713.109962,516,1037.729865
1488.943837,462,1038.352303
3217.686107,1000,1039.351976
2785.291207,837,1040.393798
1205.955619,388,1040.964496
3197.765836,1000,1042.348128
1704.305289,523,1042.974378
3200.581332,1000,1044.180552
3220.169997,1000,1045.592625
1610.546006,491,1046.310533
767.753628,234,1046.591174
2923.336655,928,1048.043092
3194.779434,1000,1049.639523
2231.533514,672,1050.632303
1170.244808,349,1051.356431
2203.564741,661,1052.198144
3180.419134,1000,1053.700438
3176.94015,1000,1055.300562
2348.476755,709,1056.074931
1788.511331,535,1056.690976
873.529073,262,1056.947093
3186.856551,1000,1058.007579
3205.561312,1000,1059.23522
2099.484375,622,1060.046144
3195.160299,1000,1061.262769
1761.031976,530,1061.94795
1915.108437,578,1062.532776
3274.65439,982,1063.644921
1709.187832,511,1064.340495
1697.123333,512,1064.86991
1865.500985,563,1065.594002
2705.422234,809,1066.541114
642.574182,199,1066.758356
624.023651,190,1066.959191
2566.741862,779,1067.865819
99.70415,58,1067.928599
2070.485041,621,1068.555956
652.476914,207,1068.91019
979.731512,290,1069.227318
1515.634887,462,1069.708782
2318.97197,694,1070.523814
3130.779573,939,1071.831611
1565.590449,468,1072.476766
1441.457658,444,1073.882732
2592.813275,773,1074.774974
1665.174075,508,1075.297129
893.497722,265,1075.584233
1338.032747,400,1076.152652
2678.401716,804,1077.193406
2373.363219,721,1078.101897
765.171949,237,1078.492061
1649.582501,492,1079.02794
2420.542815,729,1079.862364
2215.239196,660,1080.50789
1740.984319,526,1081.144939
2510.09319,748,1082.249769
3261.668033,1000,1084.544355
1374.145344,417,1085.739785
2428.12102,732,1087.573323
1375.386954,413,1088.39178
1484.376213,439,1089.288758
1447.430505,439,1089.792161
1485.824203,460,1090.253504
3230.625428,1000,1091.420246
976.118285,293,1091.887005
2470.649724,737,1093.143518
1669.942679,508,1094.333494
2713.789511,800,1095.692532
1518.198846,467,1096.228377
1448.953924,437,1097.307167
1819.167922,547,1097.915329
3220.910105,1000,1099.416828
2697.507628,807,1100.648462
2487.77601,738,1101.579906
1675.617382,511,1102.121853
714.112909,225,1102.372084
2292.935164,697,1103.163686
3212.927903,1000,1104.253059
658.160147,209,1104.479515
2270.269646,694,1105.410125
1887.888428,562,1106.012161
3235.711625,1000,1107.312739
2159.157363,651,1108.157572
644.037144,213,1108.392764
3209.48374,1000,1109.922161
1196.764106,357,1110.696285
595.679628,188,1110.968762
888.594372,265,1111.314812
1190.604652,359,1111.795743
973.2328,299,1112.37435
2791.896722,837,1113.393153
892.011552,277,1113.873874
3206.54364,1000,1115.351884
1708.70692,518,1116.142439
3236.446599,1000,1118.606843
1729.887095,517,1120.70047
2418.849538,726,1121.510026
712.086543,230,1121.857847
2009.404919,603,1122.476754
3344.93328,998,1123.623853
3290.483627,976,1124.873445
3222.969009,1000,1126.289222
1112.337866,332,1126.625053
3206.889223,1000,1127.722066
1657.269343,503,1128.358047
1974.141013,606,1129.034031
3072.580865,924,1130.373618
3057.560772,928,1131.678619
1105.296143,329,1132.32449
1211.299786,389,1132.850704
2195.350454,657,1133.6932
1646.935794,500,1134.240262
2502.50501,760,1135.139586
2111.907839,636,1135.825553
1799.180655,551,1136.490648
3323.268079,983,1137.510359
2576.298517,786,1138.768121
974.498778,295,1139.347999
3186.12553,1000,1141.990268
3171.99234,1000,1143.287508
3192.694264,1000,1144.38667
2237.231909,668,1145.128865
2192.660115,651,1145.750945
709.672893,219,1145.961873
2189.824633,674,1146.77185
2673.402776,804,1147.853374
3205.968176,1000,1148.956184
896.126074,264,1149.20672
3191.114894,1000,1150.269967
2978.039963,941,1151.284763
3309.706843,1000,1152.506449
935.296685,283,1152.815773
480.091181,155,1152.977314
2214.876619,670,1153.812755
794.735474,250,1154.225711
1444.271375,431,1155.055841
3210.22945,1000,1156.615723
2102.605043,632,1157.50118
108.206997,61,1157.582935
3202.587087,1000,1159.060119
3225.414218,1000,1160.78467
3222.038155,1000,1163.014931
3174.702625,1000,1164.132785
3180.874398,1000,1165.484722
228.790348,111,1165.622919
660.992459,205,1166.020566
3188.177194,1000,1167.170582
767.111269,244,1167.40902
3149.388839,943,1168.437234
3255.088769,1000,1169.617812
1212.334245,366,1170.031015
727.076673,226,1170.275882
1039.625061,355,1170.762433
966.167974,293,1171.051951
3144.416698,1000,1172.171198
2393.721278,764,1173.030984
1175.920511,353,1173.378996
2149.8834,697,1174.164083
1925.790262,580,1174.7472
2018.914479,608,1175.467596
3197.737365,1000,1176.589486
555.922,179,1176.769005
3188.591808,1000,1177.851191
2972.223927,892,1178.837777
3154.372358,1000,1180.860223
2333.836245,703,1182.021717
652.840769,211,1182.319498
1000.273675,302,1182.69161
3222.545338,1000,1183.88267
517.885001,190,1184.082568
830.371271,254,1184.347851
773.174994,245,1184.728453
806.91966,289,1185.028251
3207.615615,1000,1186.157422
1454.444386,431,1186.6119
994.140809,298,1187.05201
958.246808,294,1187.352638
2413.377916,771,1188.23432
682.769958,216,1188.449951
1773.702659,539,1188.999883
653.830746,199,1189.322127
2097.462155,627,1189.959839
3089.2854,921,1191.084065
2035.92523,607,1191.840643
1793.682673,542,1192.391578
2824.619378,847,1193.335101
1595.230083,491,1193.929715
1664.860181,502,1194.440438
2563.023913,774,1195.364395
1935.902345,576,1196.172226
897.303071,273,1196.698553
2516.549358,752,1197.716018
783.716324,240,1198.21802
2551.737831,761,1199.093743
1157.830469,344,1200.131226
820.949796,248,1200.399161
3275.386949,1000,1201.538115
874.3594,264,1201.821188
2228.110606,664,1202.80985
1448.352656,430,1203.297544
1025.064774,314,1203.777215
2538.820391,761,1204.562662
942.957376,289,1204.99155
2448.138472,721,1205.753546
1404.806309,421,1206.293219
1470.760556,439,1206.769587
2019.156262,607,1207.538167
2252.842163,671,1208.212887
586.746708,194,1208.51156
1368.136622,411,1208.944113
2751.527025,821,1209.915403
109.826425,62,1209.981147
750.27466,232,1210.255425
1741.432501,525,1211.038599
554.554512,181,1211.250375
717.718422,221,1211.576204
1963.159284,620,1212.621855
1570.42394,470,1213.46886
3240.547509,957,1214.983072
1051.182702,314,1215.323933
1816.736937,550,1216.113613
859.946971,273,1216.515153
1591.961679,475,1217.348231
1070.150478,323,1217.766748
1549.971543,468,1218.418453
1736.686747,526,1219.282855
1336.518265,395,1219.780863
1716.396493,509,1221.110977
1533.782594,466,1221.61772
1110.899644,332,1222.022354
3219.311357,1000,1223.634302
569.160186,182,1224.053474
2016.753652,610,1224.796064
780.280033,238,1225.05848
1061.818421,314,1225.60946
2239.989436,675,1226.682467
3243.530623,1000,1228.53306
1017.019562,307,1229.09435
1865.708327,555,1229.723412
3208.15271,1000,1231.271279
3182.626398,1000,1232.539678
3180.895941,1000,1233.867973
3200.215696,1000,1235.00349
1390.843019,411,1235.567576
3187.725701,1000,1236.890181
3165.760379,1000,1238.442757
3195.826034,1000,1239.65059
3219.95843,1000,1240.724529
2655.348942,815,1241.66887
1175.456789,355,1242.945726
862.116091,261,1243.234898
1761.553941,529,1243.80706
1664.636199,509,1244.58125
3179.20651,1000,1245.857228
867.503919,258,1246.132295
2213.019848,659,1246.967591
3194.567728,969,1248.24657
2191.699014,671,1249.159279
2141.354368,644,1250.215378
3149.750852,1000,1252.23355
3187.973464,1000,1254.230817
85.265788,49,1254.307683
3169.395652,1000,1255.835255
3176.344376,1000,1257.266206
1072.186994,365,1257.658589
3144.727395,1000,1258.810372
3203.52997,1000,1259.94569
2875.338145,867,1261.005929
3184.12434,1000,1262.255286
3201.356572,1000,1263.527386
2169.390937,658,1265.225362
1992.910188,604,1265.816692
3212.930191,1000,1266.87172
3188.565419,1000,1268.115304
3167.561917,1000,1269.403693
3186.299388,1000,1270.550621
962.477652,293,1270.867929
913.539513,276,1271.271005
53.979088,31,1271.306956
1112.202327,338,1271.706133
2526.39299,771,1272.761253
3192.098187,1000,1273.861677
3291.999244,1000,1275.198547
2101.651613,631,1275.989937
3132.655437,1000,1277.187448
3203.696608,1000,1278.39784
3173.892363,1000,1279.701498
3172.120736,1000,1280.802906
3189.04439,1000,1281.86212
2418.354065,732,1282.684076
3144.612731,1000,1284.310699
2732.379488,820,1285.222198
3156.054061,1000,1286.2973
3041.474437,916,1287.275479
2157.424117,648,1287.899244
2000.423248,610,1288.587838
3174.726467,1000,1289.657083
1382.971007,412,1290.049222
3161.007295,1000,1291.126712
2006.084853,617,1291.809378
1105.414617,376,1292.166211
2112.206747,697,1292.929688
3164.499209,1000,1294.000407
3177.332918,1000,1295.058749
1317.540986,441,1295.477693
1520.873936,464,1296.027953
3182.226788,1000,1297.105636
3161.319808,1000,1298.18273
3145.678981,1000,1299.227463
3174.555118,1000,1300.801544
3183.453414,957,1301.824026
3180.069033,1000,1302.872819
112.0428,64,1302.933256
3177.057447,1000,1303.974699
3196.337598,1000,1305.04963
3185.964026,1000,1306.125645
3212.377743,1000,1307.095706
3194.541455,1000,1308.188061
3141.815254,1000,1309.54953
3198.158931,1000,1311.037601
3273.823411,977,1312.36027
3195.34649,1000,1313.556591
3221.457833,1000,1314.799488
3191.726353,1000,1315.99021
3263.602164,1000,1317.123933
2692.372765,864,1318.066514
2541.703696,781,1319.535753
3182.684753,1000,1320.604025
2770.779335,834,1321.482126
3187.367713,1000,1322.54226
1697.907947,513,1323.046954
3226.659405,1000,1324.324826
2848.582122,856,1325.98311
3231.335785,1000,1328.148925
3234.819455,1000,1329.778138
1695.991717,524,1330.465535
3189.270264,1000,1331.773861
1494.369353,462,1332.448943
3231.493141,1000,1333.717038
3174.964548,1000,1334.931228
55.010086,32,1334.973666
2303.652542,693,1336.596538
1964.221933,598,1337.866227
3222.109343,1000,1340.296977
3052.170843,930,1341.669162
541.035149,212,1341.934665
2539.78015,776,1343.591674
3215.33211,1000,1344.7476
3219.239681,1000,1345.839658
3231.11513,1000,1346.965449
3219.082975,1000,1348.170332
3198.802221,1000,1349.568064
2942.412036,879,1351.004617
3187.668873,967,1352.438369
1529.808263,465,1353.012704
3213.678833,1000,1354.285193
2043.544901,609,1355.064176
2916.474022,868,1356.131386
2448.163083,731,1356.90014
1404.397653,436,1357.460881
3213.812885,1000,1358.579966
1697.29313,508,1359.10411
3237.883321,1000,1360.628792
3323.372977,1000,1361.981406
1451.666087,446,1363.247789
3227.383913,1000,1364.37055
1043.48938,356,1364.92298
89.795365,52,1364.984579
90.715932,52,1365.045197
94.496122,54,1365.107836
873.692505,286,1365.414356
3264.05752,1000,1366.4733
986.511564,315,1366.897498
3244.658607,1000,1367.974877
94.965679,55,1368.029126
2350.937254,706,1368.703532
1692.64462,526,1369.312544
2246.804241,669,1369.976928
1694.308003,510,1370.601881
796.914633,264,1370.87266
1538.479072,467,1371.43894
1463.729699,443,1371.877923
3237.516531,970,1372.928003
794.650078,262,1373.181177
3178.007693,944,1374.216093
102.887594,59,1374.274025
3256.033784,1000,1375.378886
2354.777612,715,1376.19823
1207.578755,370,1376.570251
528.084033,202,1376.89607
1587.185036,523,1377.441894
2485.466675,744,1378.326091
1980.030966,590,1378.973688
1431.168243,456,1379.581715
1613.983218,481,1380.073172
57.288331,33,1380.111331
3246.032371,1000,1382.936128
1660.412375,492,1383.933607
948.052424,300,1384.312358
1622.021972,501,1385.002331
1396.15992,431,1385.485527
1121.438377,338,1385.854485
2526.048862,751,1386.848495
92.157473,52,1386.915499
1724.874484,519,1387.813246
1448.037251,432,1388.518428
3300.980352,997,1390.658726
2224.64626,662,1391.606871
101.20166,57,1391.671305
2463.627532,733,1392.573203
3040.48618,918,1393.800688
1302.044743,393,1394.31602
1402.31144,433,1394.762047
3049.765326,916,1395.946012
1441.068207,440,1396.402989
1229.162778,372,1396.920131
2911.502645,868,1397.935618
1419.178353,429,1398.390025
2508.169273,741,1399.303852
2116.622888,636,1400.020385
847.341316,254,1400.390972
101.802326,58,1400.451384
661.600029,210,1400.661227
3238.14179,1000,1401.728751
1750.291192,525,1402.241061
1365.096795,413,1403.359767
636.049027,202,1403.573033
1847.660364,551,1404.169262
2319.299881,701,1404.988884
3246.174974,1000,1406.528324
2802.078509,831,1408.274412
1523.342258,467,1409.123546
1422.985997,438,1409.901145
2541.710665,775,1410.899183
1920.238552,581,1411.497741
3220.466347,1000,1412.764029
2001.061336,605,1413.493194
1443.924422,444,1413.953662
921.740369,298,1414.265754
1955.277369,581,1414.985894
3242.182759,1000,1416.16686
2014.999628,607,1417.153565
1697.708842,512,1417.977951
1528.643871,462,1418.784013
1415.166332,435,1419.339776
983.770619,296,1419.661358
2313.304325,698,1420.802179
3012.747681,898,1422.321571
2201.036814,662,1423.38312
1691.858298,519,1424.340693
2050.701068,623,1425.798251
2408.158828,714,1426.532892
96.709883,55,1426.595856
1740.098099,528,1427.495779
1007.167225,305,1427.873442
2251.817421,672,1428.742973
102.787617,60,1428.808885
3233.885046,1000,1430.022448
3224.954944,1000,1431.293108
2145.379495,646,1432.042387
2013.267988,608,1432.912761
2818.169478,862,1434.269131
3190.646858,1000,1435.687739
2677.797087,802,1436.675957
1617.907301,489,1437.167522
3213.65108,1000,1438.603662
925.768315,281,1438.994092
1594.224628,488,1439.730578
2679.65293,837,1440.897536
912.955788,289,1441.349901
2183.949144,658,1442.292217
2766.2296,837,1443.233485
3225.534952,1000,1444.6476
817.281396,287,1445.086033
3077.28187,924,1446.671647
3210.957989,1000,1447.79644
1888.899147,569,1448.399256
3206.672205,1000,1449.657866
3197.93737,1000,1450.801043
3235.969316,1000,1452.199022
2509.320265,749,1453.394363
3221.317261,1000,1454.666499
1684.444252,509,1455.209961
3246.208729,1000,1456.392219
3275.461159,1000,1457.523023
1823.208747,553,1458.22289
1673.962298,502,1458.754277
3191.95468,1000,1460.3426
2242.18284,688,1461.723292
3232.5177,1000,1463.246853
3196.243348,1000,1464.692515
2529.91799,766,1465.754356
3231.624753,1000,1467.513292
3196.614812,1000,1468.540505
2700.426611,816,1469.287464
1016.599204,306,1469.70208
3257.493597,1000,1471.083663
3306.532572,993,1472.292048
3207.514403,1000,1473.438396
3216.906874,1000,1474.59297
3237.781007,1000,1475.689083
3234.665724,1000,1476.833191
502.316649,204,1477.158039
1315.312572,405,1477.56669
3130.217959,957,1478.640489
3213.144588,1000,1479.76747
1296.307841,393,1480.167179
1485.505151,457,1480.738146
2830.868936,855,1481.778452
1122.45789,338,1482.159143
2950.094136,892,1483.384556
3204.175312,1000,1484.607344
3282.572322,1000,1486.384273
3178.294727,1000,1487.4566
1455.64777,448,1487.920713
3242.829258,1000,1489.051967
3206.278118,1000,1490.545655
55.082071,32,1490.586394
3233.080552,1000,1492.02422
1079.052818,329,1492.431901
2746.499275,832,1493.805605
3234.934348,1000,1495.606213
3177.351976,1000,1497.047773
3211.237996,1000,1498.166013
1142.854751,345,1498.61588
1331.591976,404,1499.020997
2668.760232,831,1499.944714
3236.497998,1000,1501.075141
3216.127296,1000,1502.459238
3223.991808,1000,1504.070554
770.782864,283,1504.484352
2563.332753,772,1505.618731
3255.570286,1000,1507.486867
3216.672057,1000,1508.65564
2331.335428,706,1509.370167
988.316207,307,1509.793916
3254.88825,1000,1511.144634
3277.1869,1000,1512.324544
1160.826782,350,1512.667823
3247.517016,1000,1513.852389
1223.08131,368,1514.266975
2775.986159,828,1515.310674
1452.971166,450,1515.915979
1486.095215,458,1516.390457
1855.602517,565,1517.102841
1851.952993,568,1517.988127
1558.798652,471,1518.913209
3258.101187,1000,1520.19945
782.073155,242,1520.470383
1668.501847,506,1521.028006
1718.23314,520,1521.709439
1425.5093,434,1522.156418
1686.211514,510,1522.832867
3190.537905,1000,1524.31715
3235.484253,1000,1525.593784
1413.489726,422,1526.086242
1453.107842,445,1527.699769
510.328567,198,1527.943664
1320.591087,401,1528.39269
1310.946772,397,1528.804852
1355.031055,421,1529.338277
1183.547216,364,1529.70472
1271.893505,384,1530.261141
3250.825321,1000,1531.553568
1620.002552,486,1532.080135
102.713978,58,1532.144047
3209.682127,1000,1533.261397
911.721062,280,1533.528389
94.73906,55,1533.582332
2887.274027,898,1534.75828
1015.185789,309,1535.40469
591.752383,223,1535.727066
1096.006575,335,1536.190181
3212.275279,1000,1537.840727
673.28706,240,1538.20402
3221.386155,1000,1539.838345
1752.693636,531,1540.955388
3200.760041,1000,1542.897218
1052.459347,327,1543.319749
872.61606,273,1543.635455
1960.983322,592,1544.372841
2901.953001,870,1545.335428
1830.903145,542,1545.898186
1740.518278,530,1546.597388
3220.202701,1000,1547.985173
2481.965876,747,1550.455619
3286.300113,1000,1552.22012
497.506527,201,1552.512856
635.709652,234,1552.855374
955.769374,298,1553.452135
90.959736,52,1553.562517
682.719599,217,1554.34829
2519.437294,772,1556.362265
3223.91375,1000,1558.406109
3255.650599,1000,1559.948022
1191.395724,364,1560.6515
1978.157863,593,1561.497353
93.154952,53,1561.570695
1164.429442,353,1562.234772
2181.550536,644,1563.021661
3230.496929,1000,1564.200379
950.756375,290,1564.497137
3229.556389,1000,1565.611792
1096.052195,330,1566.167902
3244.024481,1000,1567.943653
1712.489532,530,1568.819949
2201.349864,667,1569.911409
3242.688898,1000,1571.395718
2450.727506,733,1572.427006
55.795204,32,1572.47318
1142.696418,369,1572.976228
92.702169,53,1573.047332
1403.768556,428,1573.632431
1099.07148,337,1574.295069
326.831748,145,1574.541881
1196.37672,370,1575.228551
51.41821,30,1575.28176
1459.490088,439,1576.942256
